timestamp,episode,step,reward,diff_bot,gray_ratio,wall_contact,is_stuck,fps
1766929025.145216,0,76,-0.0600,114.9800,0.35,False,False,0
1766929025.4063964,0,77,-0.1800,109.4419,0.35,True,False,0
1766929025.674716,0,78,-0.2000,109.4324,0.35,True,False,0
1766929025.9344335,0,79,-0.2200,103.6022,0.35,True,False,0
1766929026.193446,0,80,-0.2400,105.1556,0.35,True,False,0
1766929026.4586225,0,81,-0.2600,102.0135,0.35,True,False,0
1766929026.729117,0,82,-0.2800,108.3168,0.35,True,False,0
1766929027.0016153,0,83,-0.3000,103.4862,0.32,True,False,0
1766929027.2728624,0,84,-0.3200,105.5568,0.30,True,False,0
1766929027.564616,0,85,-0.2900,165.5016,1.00,True,False,0
1766929027.8400815,0,86,-0.3100,0.0000,1.00,True,False,0
1766929028.14731,0,87,0.4700,71.9235,0.25,False,False,0
1766929028.414635,0,88,-0.1800,106.6920,0.26,True,False,0
1766929028.6753397,0,89,-0.2000,104.0895,0.28,True,False,0
1766929028.9347591,0,90,-0.2200,96.4182,0.28,True,False,0
1766929029.2007961,0,91,-0.2400,110.9531,0.29,True,False,0
1766929029.4616911,0,92,-0.2600,104.5241,0.29,True,False,0
1766929029.7182581,0,93,-0.2800,107.1826,0.30,True,False,0
1766929029.976946,0,94,-0.3000,105.5040,0.30,True,False,0
1766929030.2340868,0,95,-0.2700,165.4164,1.00,True,False,0
1766929030.519442,0,96,-0.2900,0.0000,1.00,True,False,0
1766929030.778762,0,97,-0.3100,0.0000,1.00,True,False,0
1766929031.0298936,0,98,-0.3300,0.0000,1.00,True,False,0
1766929031.302105,0,99,-0.3500,0.0000,1.00,True,False,0
1766929031.570148,0,100,-0.3700,0.0000,1.00,True,False,0
1766929031.8361309,0,101,-0.3900,0.0000,1.00,True,False,0
1766929032.101245,0,102,-0.4100,0.0000,1.00,True,False,0
1766929032.3514917,0,103,-0.4300,0.0000,1.00,True,False,0
1766929032.602428,0,104,-0.4500,0.0000,1.00,True,False,0
1766929032.8512228,0,105,-0.4700,0.0000,1.00,True,False,0
1766929033.1008086,0,106,-0.4900,0.0000,1.00,True,False,0
1766929033.3534853,0,107,-0.5100,0.0000,1.00,True,False,0
1766929033.604515,0,108,-0.5300,0.0000,1.00,True,False,0
1766929033.865731,0,109,-0.5500,0.0000,1.00,True,False,0
1766929034.1177702,0,110,-0.5700,0.0000,1.00,True,False,0
1766929034.3687568,0,111,-0.5900,0.0000,1.00,True,False,0
1766929034.6307518,0,112,-0.6100,0.0000,1.00,True,False,0
1766929034.8819222,0,113,-0.6300,0.0000,1.00,True,False,0
1766929035.132611,0,114,-0.6500,0.0000,1.00,True,False,0
1766929035.3865557,0,115,-0.6800,0.0000,1.00,True,True,0
1766929035.6413496,0,116,-0.7100,0.0000,1.00,True,True,0
1766929035.8957918,0,117,-0.7400,0.0000,1.00,True,True,0
1766929036.1493826,0,118,-0.7700,0.0000,1.00,True,True,0
1766929036.4047742,0,119,-0.8000,0.0000,1.00,True,True,0
1766929036.656159,0,120,-0.8300,0.0000,1.00,True,True,0
1766929036.9067497,0,121,-0.8600,0.0000,1.00,True,True,0
1766929037.1609974,0,122,-0.8900,0.0000,1.00,True,True,0
1766929037.4110875,0,123,-0.9200,0.0000,1.00,True,True,0
1766929037.6633673,0,124,-0.9500,0.0000,1.00,True,True,0
1766929037.911716,0,125,-0.9800,0.0000,1.00,True,True,0
1766929038.1816804,0,126,-1.0100,0.0000,1.00,True,True,0
1766929038.4388487,0,127,-1.0400,0.0000,1.00,True,True,0
1766929038.6955214,0,128,-1.0700,0.0000,1.00,True,True,0
1766929038.947201,0,129,-1.1000,0.0000,1.00,True,True,0
1766929039.201476,0,130,-1.1300,0.0000,1.00,True,True,0
1766929039.455679,0,131,-1.1600,0.0000,1.00,True,True,0
1766929039.7172554,0,132,-1.1900,0.0000,1.00,True,True,0
1766929039.9688292,0,133,-1.2200,0.0000,1.00,True,True,0
1766929040.2199082,0,134,-1.2500,0.0000,1.00,True,True,0
1766929040.4720633,0,135,-1.2800,0.0000,1.00,True,True,0
1766929040.722496,0,136,-1.3100,0.0000,1.00,True,True,0
1766929040.9724104,0,137,-1.3400,0.0000,1.00,True,True,0
1766929041.2453396,1,138,-2.2400,0.0000,1.00,True,True,0
1766929088.9078467,1,1,-0.1300,80.7387,0.56,True,False,0
1766929089.1712484,1,2,-0.1500,86.2817,0.55,True,False,0
1766929089.4306371,1,3,-0.1700,77.1209,0.55,True,False,0
1766929089.69066,1,4,-0.1900,88.6813,0.56,True,False,0
1766929089.94971,1,5,-0.2100,117.0638,0.55,True,False,0
1766929090.2113466,1,6,-0.2300,128.0426,0.52,True,False,0
1766929090.470565,1,7,-0.2500,134.5521,0.52,True,False,0
1766929090.7433288,1,8,0.3900,151.2847,0.44,False,False,0
1766929091.0370147,1,9,-0.1800,88.4324,0.43,True,False,0
1766929091.323207,1,10,0.4900,114.7036,0.49,False,False,0
1766929091.58429,1,11,-0.1800,76.2589,0.49,True,False,0
1766929091.8430305,1,12,-0.1500,85.9189,0.50,True,False,0
1766929092.1058097,1,13,-0.1700,88.9680,0.54,True,False,0
1766929092.3677363,1,14,-0.1900,90.7649,0.53,True,False,0
1766929092.6354747,1,15,-0.2100,76.1550,0.56,True,False,0
1766929092.9004183,1,16,-0.2300,74.2807,0.57,True,False,0
1766929093.1593368,1,17,-0.2500,83.5628,0.57,True,False,0
1766929093.4333813,1,18,-0.2700,100.3453,0.55,True,False,0
1766929093.7033424,1,19,-0.2900,120.2386,0.52,True,False,0
1766929093.9763825,1,20,0.4900,141.6131,0.41,False,False,0
1766929094.240713,1,21,0.0400,164.4657,0.51,False,False,0
1766929094.5019612,1,22,-0.1100,137.0214,0.41,False,False,0
1766929094.7579203,1,23,-0.1800,104.9283,0.41,True,False,0
1766929095.0186837,1,24,-0.0800,108.7427,0.41,False,False,0
1766929095.282927,1,25,-0.1800,109.5849,0.42,True,False,0
1766929095.5602188,1,26,-0.2000,100.1625,0.44,True,False,0
1766929095.8304214,1,27,-0.2200,91.4921,0.48,True,False,0
1766929096.0897632,1,28,0.4700,83.1355,0.47,False,False,0
1766929096.354741,1,29,-0.0300,83.3755,0.48,False,False,0
1766929096.6104813,1,30,-0.0300,95.1111,0.49,False,False,0
1766929096.8695974,1,31,-0.0300,84.1380,0.49,False,False,0
1766929097.1267934,1,32,-0.0300,105.4799,0.47,False,False,0
1766929097.3854048,1,33,-0.1800,118.9607,0.47,True,False,0
1766929097.6451283,1,34,-0.2000,121.3950,0.47,True,False,0
1766929097.9136164,1,35,-0.2200,145.3585,0.42,True,False,0
1766929098.1922007,1,36,0.4400,118.6007,0.39,False,False,0
1766929098.4553652,1,37,-0.0600,100.5557,0.37,False,False,0
1766929098.7093606,1,38,-0.0300,73.9175,0.37,False,False,0
1766929098.9650886,1,39,-0.1800,62.5994,0.37,True,False,0
1766929099.2268667,1,40,-0.2000,81.7573,0.37,True,False,0
1766929099.512434,1,41,-0.2200,79.5270,0.38,True,False,0
1766929099.7977147,1,42,-0.2400,91.3399,0.37,True,False,0
1766929100.0561838,1,43,-0.2600,97.5635,0.41,True,False,0
1766929100.3164268,1,44,-0.2800,100.3170,0.39,True,False,0
1766929100.5771642,1,45,-0.3000,86.4784,0.45,True,False,0
1766929100.8387735,1,46,-0.3200,69.3554,0.48,True,False,0
1766929101.1070802,1,47,-0.2900,56.8331,0.50,True,False,0
1766929101.365816,1,48,-0.3600,74.7399,0.50,True,False,0
1766929101.6238031,1,49,-0.3300,84.9627,0.52,True,False,0
1766929101.8794231,1,50,0.5200,96.8034,0.56,False,False,0
1766929102.1394553,1,51,0.0200,97.1915,0.58,False,False,0
1766929102.3998277,1,52,0.0200,102.7058,0.58,False,False,0
1766929102.6603754,1,53,0.0200,115.6334,0.58,False,False,0
1766929102.9204574,1,54,0.0200,141.5519,0.57,False,False,0
1766929103.1803443,1,55,0.0200,142.3869,0.55,False,False,0
1766929103.4414952,1,56,0.0200,153.7485,0.52,False,False,0
1766929103.700687,1,57,0.0200,136.1229,0.57,False,False,0
1766929103.9573684,1,58,-0.0100,133.7749,0.52,False,False,0
1766929104.2170544,1,59,-0.0100,120.6658,0.45,False,False,0
1766929104.492142,1,60,-0.0600,117.5904,0.44,False,False,0
1766929104.7553823,1,61,-0.0600,98.9930,0.46,False,False,0
1766929105.0156925,1,62,-0.0300,98.1325,0.48,False,False,0
1766929105.2821698,1,63,-0.1800,81.3391,0.49,True,False,0
1766929105.5475779,1,64,-0.1500,87.0380,0.54,True,False,0
1766929105.8197622,1,65,-0.1700,90.0097,0.57,True,False,0
1766929106.0801647,1,66,-0.1900,86.2603,0.57,True,False,0
1766929106.3414054,1,67,-0.2100,94.4141,0.57,True,False,0
1766929106.6005678,1,68,-0.2300,96.0333,0.59,True,False,0
1766929106.8654883,1,69,-0.2500,98.9844,0.58,True,False,0
1766929107.1286705,1,70,0.5200,114.7716,0.51,False,False,0
1766929107.3948975,1,71,-0.1300,90.1833,0.51,True,False,0
1766929107.672076,1,72,-0.1500,72.8658,0.53,True,False,0
1766929107.9513772,1,73,-0.1700,87.2213,0.55,True,False,0
1766929108.222656,1,74,0.5400,138.8812,0.53,False,False,0
1766929108.4856083,1,75,-0.0100,158.1813,0.39,False,False,0
1766929108.7504277,1,76,-0.0100,140.4895,0.14,False,False,0
1766929109.0147815,1,77,-0.0100,126.4921,0.17,False,False,0
1766929109.2747936,1,78,-0.1800,102.3322,0.34,True,False,0
1766929109.535288,1,79,-0.2000,106.3283,0.34,True,False,0
1766929109.792211,1,80,-0.2200,104.6717,0.35,True,False,0
1766929110.0534375,1,81,0.4700,110.0738,0.33,False,False,0
1766929110.3257384,1,82,-0.0800,111.4998,0.32,False,False,0
1766929110.5809958,1,83,-0.0300,108.3063,0.31,False,False,0
1766929110.851055,1,84,-0.1800,109.3604,0.28,True,False,0
1766929111.1432576,1,85,-0.2000,103.3561,0.24,True,False,0
1766929111.4035113,1,86,-0.2200,80.7132,0.18,True,False,0
1766929111.6648107,1,87,0.4700,119.7617,0.14,False,False,0
1766929111.9278772,1,88,-0.1800,92.3821,0.17,True,False,0
1766929112.1904643,1,89,-0.2000,71.6531,0.28,True,False,0
1766929112.4516795,1,90,-0.2200,64.7765,0.32,True,False,0
1766929112.7119775,1,91,-0.2400,95.7723,0.36,True,False,0
1766929112.9811342,1,92,0.4700,118.8318,0.39,False,False,0
1766929113.2427423,1,93,-0.1800,89.6619,0.43,True,False,0
1766929113.5038903,1,94,-0.2000,92.2869,0.45,True,False,0
1766929113.766893,1,95,-0.1700,106.2611,0.54,True,False,0
1766929114.0240705,1,96,-0.1900,101.3496,0.57,True,False,0
1766929114.286561,1,97,-0.2100,95.0857,0.57,True,False,0
1766929114.5531065,1,98,-0.2300,92.9005,0.57,True,False,0
1766929114.8111894,1,99,-0.2500,95.4430,0.57,True,False,0
1766929115.0723798,1,100,-0.2700,98.5098,0.55,True,False,0
1766929115.3329618,1,101,-0.2900,98.8311,0.56,True,False,0
1766929115.6034737,1,102,-0.3100,104.1878,0.55,True,False,0
1766929115.8699365,1,103,0.5200,99.1120,0.56,False,False,0
1766929116.1262643,1,104,0.0200,98.1255,0.56,False,False,0
1766929116.3827164,1,105,-0.1300,86.1532,0.56,True,False,0
1766929116.643544,1,106,-0.1500,90.4988,0.56,True,False,0
1766929116.90793,1,107,0.5200,101.4869,0.54,False,False,0
1766929117.1657898,1,108,-0.0300,103.6436,0.52,False,False,0
1766929117.4292412,1,109,0.0200,99.9303,0.52,False,False,0
1766929117.6933324,1,110,0.0200,110.5933,0.57,False,False,0
1766929117.9541237,1,111,0.0200,108.6095,0.58,False,False,0
1766929118.2101727,1,112,-0.1300,96.8650,0.58,True,False,0
1766929118.4676409,1,113,-0.1500,94.7653,0.58,True,False,0
1766929118.735914,1,114,-0.1700,97.7312,0.56,True,False,0
1766929119.0117478,1,115,0.4700,120.4810,0.48,False,False,0
1766929119.273574,1,116,0.0200,115.2930,0.53,False,False,0
1766929119.5393991,1,117,0.0400,116.4844,0.56,False,False,0
1766929119.7991924,1,118,0.0400,114.8332,0.55,False,False,0
1766929120.0615866,1,119,-0.1300,108.4404,0.51,True,False,0
1766929120.335795,1,120,-0.2000,104.4460,0.45,True,False,0
1766929120.598138,1,121,-0.1700,90.9019,0.53,True,False,0
1766929120.8697124,1,122,-0.1900,96.2019,0.54,True,False,0
1766929121.1293519,1,123,-0.2100,128.9196,0.54,True,False,0
1766929121.3908699,1,124,0.4400,130.1307,0.50,False,False,0
1766929121.6509366,1,125,-0.0300,108.2082,0.50,False,False,0
1766929121.9196672,1,126,-0.0100,109.1782,0.54,False,False,0
1766929122.1981666,1,127,-0.0600,107.5464,0.56,False,False,0
1766929122.4655135,1,128,0.0200,108.3153,0.56,False,False,0
1766929122.7242427,1,129,-0.1300,104.7152,0.51,True,False,0
1766929122.985499,1,130,-0.1500,95.1418,0.54,True,False,0
1766929123.2493868,1,131,-0.1700,89.5719,0.53,True,False,0
1766929123.5108914,1,132,-0.1900,73.4003,0.51,True,False,0
1766929123.7742918,1,133,-0.2600,74.2668,0.39,True,False,0
1766929124.046592,1,134,0.4900,121.9987,0.37,False,False,0
1766929124.3231058,1,135,-0.0100,141.2985,0.29,False,False,0
1766929124.5861754,1,136,-0.0100,138.4373,0.14,False,False,0
1766929124.8442094,1,137,-0.0100,128.2141,0.24,False,False,0
1766929125.0982752,1,138,-0.1800,99.7563,0.35,True,False,0
1766929125.3552785,1,139,-0.2000,109.9493,0.36,True,False,0
1766929125.6141636,1,140,-0.2200,109.8852,0.36,True,False,0
1766929125.8800826,1,141,-0.2400,110.0167,0.36,True,False,0
1766929126.1401784,1,142,-0.2600,106.8172,0.37,True,False,0
1766929126.4020958,1,143,0.4700,110.2368,0.36,False,False,0
1766929126.659651,1,144,-0.0800,121.9153,0.34,False,False,0
1766929126.9168122,1,145,-0.0800,117.6806,0.32,False,False,0
1766929127.1784654,1,146,-0.0800,122.7898,0.29,False,False,0
1766929127.4388216,1,147,-0.0800,110.5424,0.26,False,False,0
1766929127.6936588,1,148,-0.1800,97.4631,0.24,True,False,0
1766929127.957019,1,149,-0.2000,95.2481,0.18,True,False,0
1766929128.217283,1,150,-0.2200,106.8346,0.16,True,False,0
1766929128.4959989,1,151,-0.2400,85.6765,0.19,True,False,0
1766929128.7578137,1,152,-0.2600,92.1299,0.19,True,False,0
1766929129.0201375,1,153,-0.2800,102.0990,0.17,True,False,0
1766929129.2810016,1,154,-0.3000,106.0734,0.17,True,False,0
1766929129.5471368,1,155,-0.3200,104.9217,0.17,True,False,0
1766929129.8094938,1,156,0.4700,124.4016,0.15,False,False,0
1766929130.0725265,1,157,-0.0300,141.9260,0.13,False,False,0
1766929130.332632,1,158,-0.0300,127.1729,0.10,False,False,0
1766929130.595121,1,159,-0.0300,124.9441,0.16,False,False,0
1766929130.85983,1,160,-0.0300,119.8509,0.20,False,False,0
1766929131.1284132,1,161,-0.1800,107.2861,0.27,True,False,0
1766929131.3904152,1,162,-0.2000,107.7669,0.31,True,False,0
1766929131.6576986,1,163,-0.2200,109.2064,0.27,True,False,0
1766929131.9237874,1,164,-0.2400,104.2766,0.25,True,False,0
1766929132.1934438,1,165,-0.2600,97.8098,0.26,True,False,0
1766929132.4544845,1,166,-0.2800,104.5151,0.25,True,False,0
1766929132.7214997,1,167,-0.3000,101.9694,0.24,True,False,0
1766929132.9813602,1,168,-0.3200,87.4215,0.23,True,False,0
1766929133.2422137,1,169,-0.3400,91.4095,0.23,True,False,0
1766929133.5001538,1,170,-0.3600,73.5858,0.23,True,False,0
1766929133.767363,1,171,0.4700,106.5708,0.21,False,False,0
1766929134.0446503,1,172,-0.0800,105.4859,0.20,False,False,0
1766929134.3169684,1,173,-0.1800,101.4023,0.18,True,False,0
1766929134.6289432,1,174,0.4700,114.6315,0.17,False,False,0
1766929134.8981512,1,175,-0.0300,114.3554,0.16,False,False,0
1766929135.1696599,1,176,-0.1800,114.3124,0.17,True,False,0
1766929135.4433334,1,177,-0.2000,110.9854,0.18,True,False,0
1766929135.7087326,1,178,-0.0800,101.5543,0.19,False,False,0
1766929135.9763832,1,179,-0.1800,93.0126,0.19,True,False,0
1766929136.2480896,1,180,0.4700,114.4149,0.18,False,False,0
1766929136.5188804,1,181,-0.0300,113.9581,0.16,False,False,0
1766929136.7857387,1,182,-0.0300,113.2034,0.14,False,False,0
1766929137.0593815,1,183,-0.1800,105.0002,0.13,True,False,0
1766929137.3337104,1,184,0.4700,109.3532,0.14,False,False,0
1766929137.6048777,1,185,-0.0300,110.4113,0.13,False,False,0
1766929137.8774912,1,186,-0.1800,106.0469,0.12,True,False,0
1766929138.1425633,1,187,-0.2000,103.1331,0.13,True,False,0
1766929138.4174514,1,188,-0.2200,99.1526,0.13,True,False,0
1766929138.691161,1,189,-0.2400,104.4984,0.14,True,False,0
1766929138.9637609,1,190,-0.2600,104.9991,0.15,True,False,0
1766929139.229429,1,191,-0.2800,100.7968,0.17,True,False,0
1766929139.5023105,1,192,-0.3000,98.5407,0.17,True,False,0
1766929139.7631109,1,193,-0.3200,95.2607,0.18,True,False,0
1766929140.0256078,1,194,-0.3400,96.7954,0.19,True,False,0
1766929140.2944365,1,195,0.4700,97.1736,0.19,False,False,0
1766929140.5599887,1,196,-0.1800,104.2951,0.21,True,False,0
1766929140.8225694,1,197,-0.2000,104.7747,0.23,True,False,0
1766929141.0911763,1,198,-0.2200,106.7513,0.26,True,False,0
1766929141.3519845,1,199,-0.2400,105.7594,0.27,True,False,0
1766929141.6173847,1,200,-0.2600,106.9227,0.27,True,False,0
1766929141.8773758,1,201,-0.2800,104.8703,0.27,True,False,0
1766929142.1445448,1,202,-0.3000,107.8408,0.27,True,False,0
1766929142.4122493,1,203,-0.3200,104.4901,0.26,True,False,0
1766929142.6709788,1,204,-0.3400,103.3822,0.26,True,False,0
1766929142.9384243,1,205,-0.3600,96.6661,0.26,True,False,0
1766929143.2028337,1,206,-0.3800,100.8449,0.26,True,False,0
1766929143.470453,1,207,0.4700,112.7995,0.25,False,False,0
1766929143.7351325,1,208,-0.0300,110.2508,0.24,False,False,0
1766929143.9988117,1,209,-0.1800,106.9327,0.19,True,False,0
1766929144.2601976,1,210,0.4700,116.4166,0.13,False,False,0
1766929144.5376189,1,211,-0.0300,128.7124,0.16,False,False,0
1766929144.799372,1,212,-0.1800,98.4349,0.23,True,False,0
1766929145.063903,1,213,-0.2000,120.8280,0.26,True,False,0
1766929145.3249948,1,214,-0.2200,111.4785,0.26,True,False,0
1766929145.5992334,1,215,-0.2400,99.6607,0.25,True,False,0
1766929145.8667805,1,216,-0.2600,111.7361,0.26,True,False,0
1766929146.1285589,1,217,0.4700,106.2758,0.23,False,False,0
1766929146.3896186,1,218,-0.1800,112.9611,0.17,True,False,0
1766929146.6501322,1,219,0.4700,116.7783,0.12,False,False,0
1766929146.9105124,1,220,-0.0100,116.8621,0.13,False,False,0
1766929147.1727562,1,221,-0.0100,110.6344,0.15,False,False,0
1766929147.4368045,1,222,-0.1800,91.3323,0.18,True,False,0
1766929147.7023213,1,223,-0.2000,106.1113,0.25,True,False,0
1766929147.9634552,1,224,0.4900,115.7451,0.34,False,False,0
1766929148.2247229,1,225,-0.0100,107.2441,0.43,False,False,0
1766929148.4995878,1,226,-0.1300,68.1115,0.56,True,False,0
1766929148.7624674,1,227,-0.1500,77.5059,0.56,True,False,0
1766929149.021842,1,228,-0.1700,63.6149,0.53,True,False,0
1766929149.2831786,1,229,-0.2400,81.1930,0.44,True,False,0
1766929149.5467234,1,230,-0.2600,97.3183,0.49,True,False,0
1766929149.8084357,1,231,-0.2300,104.7418,0.57,True,False,0
1766929150.074094,1,232,-0.2500,93.9436,0.58,True,False,0
1766929150.3368874,1,233,-0.2700,92.3591,0.58,True,False,0
1766929150.5990024,1,234,-0.2900,101.9580,0.55,True,False,0
1766929150.860138,1,235,0.5400,110.0076,0.52,False,False,0
1766929151.1258006,1,236,0.0400,113.7289,0.52,False,False,0
1766929151.3870423,1,237,-0.0100,131.9837,0.43,False,False,0
1766929151.6487668,1,238,-0.0100,159.7424,0.30,False,False,0
1766929151.910759,1,239,-0.0600,149.6948,0.14,False,False,0
1766929152.173855,1,240,-0.1800,112.6737,0.11,True,False,0
1766929152.437035,1,241,0.4900,120.2184,0.13,False,False,0
1766929152.7009976,1,242,-0.0100,126.3068,0.15,False,False,0
1766929152.9656503,1,243,-0.0100,119.8517,0.16,False,False,0
1766929153.2281988,1,244,-0.1800,109.6501,0.15,True,False,0
1766929153.4893796,1,245,-0.2000,113.8871,0.15,True,False,0
1766929153.7531412,1,246,-0.2200,101.6269,0.16,True,False,0
1766929154.0144343,1,247,-0.2400,106.7685,0.20,True,False,0
1766929154.3000364,1,248,0.4900,103.8983,0.23,False,False,0
1766929154.5628834,1,249,-0.1800,107.0261,0.23,True,False,0
1766929154.8257747,1,250,0.4700,119.5223,0.22,False,False,0
1766929155.0914204,1,251,-0.0300,131.1675,0.23,False,False,0
1766929155.354274,1,252,-0.0300,122.2197,0.22,False,False,0
1766929155.614898,1,253,-0.0300,122.2545,0.22,False,False,0
1766929155.8777828,1,254,-0.1800,105.0722,0.21,True,False,0
1766929156.141677,1,255,0.4700,121.6013,0.24,False,False,0
1766929156.405286,1,256,-0.0300,113.4506,0.23,False,False,0
1766929156.6676702,1,257,-0.1800,98.2329,0.23,True,False,0
1766929156.9323819,1,258,0.4700,114.3337,0.26,False,False,0
1766929157.2336984,1,259,-0.0300,118.2297,0.35,False,False,0
1766929157.5042872,1,260,-0.1800,96.2646,0.42,True,False,0
1766929157.7702937,1,261,-0.2000,93.1843,0.48,True,False,0
1766929158.0505607,1,262,-0.2200,104.6414,0.43,True,False,0
1766929158.3138332,1,263,0.4700,115.6127,0.25,False,False,0
1766929158.5763795,1,264,-0.1800,109.0683,0.19,True,False,0
1766929158.8408186,1,265,-0.2000,92.4450,0.15,True,False,0
1766929159.1045175,1,266,-0.2200,95.5705,0.08,True,False,0
1766929159.3685253,1,267,0.4700,121.4003,0.10,False,False,0
1766929159.6315114,1,268,-0.0300,130.0406,0.15,False,False,0
1766929159.8959925,1,269,-0.0300,116.6935,0.19,False,False,0
1766929160.1582596,1,270,-0.0300,113.0943,0.24,False,False,0
1766929160.4239957,1,271,-0.1800,104.6099,0.27,True,False,0
1766929160.6823401,1,272,-0.2000,103.1495,0.33,True,False,0
1766929160.9425228,1,273,0.4700,107.6876,0.34,False,False,0
1766929161.2001295,1,274,-0.0300,105.6477,0.34,False,False,0
1766929161.4543743,1,275,-0.0300,98.2070,0.34,False,False,0
